5000,0
5000,0
5000,0
5000,0
5000,0
5000,0
5000,0
5000,0
5000,0
5000,0
5000,0
5000,0
5000,0
5000,0
5000,0
5000,0
5000,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5001,0
5002,0
5002,0
5002,0
5002,0
5002,0
5002,0
5002,0
5002,0
5002,0
5002,0
5002,0
5002,0
5002,0
5002,0
5002,0
5002,0
5002,0
5002,0
5002,0
5003,0
5003,0
5003,0
5003,0
5003,0
5003,0
5003,0
5003,0
5003,0
5003,0
5003,0
5003,0
5003,0
5003,1
5003,1
5003,1
5003,1
5003,1
5003,1
5003,1
5004,1
5004,1
5004,1
5004,1
5004,1
5004,1
5004,1
5004,1
5004,1
5004,1
5004,1
5004,1
5004,1
5004,1
5004,1
5004,1
5004,1
5004,1
5005,1
5005,1
5005,1
5005,1
5005,1
5005,1
5005,1
5005,1
5005,1
5005,1
5005,1
5005,1
5005,1
5005,1
5005,1
5005,1
5005,1
5005,1
5006,1
5006,1
5006,1
5006,1
5006,1
5006,1
5006,1
5006,1
5006,1
5006,1
5006,1
5006,1
5006,1
5006,0
5006,0
5006,0
5006,0
5007,0
5007,0
5007,0
5007,0
5007,0
5007,0
5007,0
5007,0
5007,0
5007,0
5007,0
5007,0
5007,0
5007,0
5007,0
5007,0
5007,0
5007,0
5007,0
5008,0
5008,0
5008,0
5008,0
5008,0
5008,0
5008,0
5008,0
5008,0
5008,0
5008,0
5008,1
5008,1
5008,1
5008,1
5008,1
5008,1
5008,1
5009,1
5009,1
5009,1
5009,1
5009,1
5009,1
5009,1
5009,1
5009,1
5009,1
5009,1
5009,1
5009,1
5009,1
5009,1
5009,1
5009,1
5009,1
5010,1
5010,1
5010,1
5010,1
5010,1
5010,1
5010,1
5010,1
5010,1
5010,1
5010,1
5010,1
5010,1
5010,1
5010,1
5010,1
5010,1
5011,1
5011,1
5011,1
5011,1
5011,1
5011,1
5011,1
5011,1
5011,1
5011,1
5011,1
5011,1
5011,1
5011,3
5011,3
5011,3
5011,3
5012,3
5012,3
5012,3
5012,3
5012,3
5012,3
5012,3
5012,3
5012,3
5012,3
5012,3
5012,3
5012,3
5012,3
5012,3
5012,3
5012,3
5013,3
5013,3
5013,3
5013,3
5013,3
5013,3
5013,3
5013,3
5013,3
5013,3
5013,3
5013,3
5013,3
5013,3
5013,3
5013,3
5013,3
5013,3
5014,3
5014,3
5014,3
5014,3
5014,4
5014,4
5014,4
5014,4
5014,4
5014,4
5014,4
5014,4
5014,4
5014,4
5014,4
5014,4
5014,4
5015,4
5015,4
5015,4
5015,4
5015,4
5015,4
5015,4
5015,4
5015,3
5015,3
5015,3
5015,3
5015,3
5015,3
5015,3
5015,3
5015,3
5016,3
5016,3
5016,3
5016,3
5016,3
5016,3
5016,3
5016,3
5016,5
5016,5
5016,5
5016,5
5016,5
5016,5
5016,5
5016,5
5016,5
5017,5
5017,5
5017,5
5017,5
5017,5
5017,5
5017,5
5017,5
5017,5
5017,5
5017,5
5017,5
5017,5
5017,5
5017,5
5017,5
5017,5
5017,5
5018,5
5018,5
5018,5
5018,5
5018,5
5018,5
5018,5
5018,6
5018,6
5018,6
5018,6
5018,6
5018,6
5018,6
5018,6
5018,6
5018,6
5019,6
5019,6
5019,6
5019,6
5019,6
5019,6
5019,6
5019,6
5019,6
5019,6
5019,6
5019,6
5019,6
5019,6
5019,6
5019,6
5019,6
5020,6
5020,6
5020,6
5020,6
5020,6
5020,7
5020,7
5020,7
5020,7
5020,7
5020,7
5020,7
5020,7
5020,7
5020,7
5020,7
5020,7
5021,7
5021,7
5021,7
5021,7
5021,7
5021,7
5021,7
5021,7
5021,7
5021,7
5021,7
5021,7
